emp_no,dept_no,from_date,to_date
10634,d005,1990-11-11,1994-04-02
10634,d008,1994-04-02,9999-01-01
10635,d004,1991-09-22,1999-12-20
10636,d003,1996-09-25,9999-01-01
10637,d007,1993-07-11,2000-01-19
10638,d007,1994-11-10,9999-01-01
10639,d005,1992-10-25,9999-01-01
10640,d007,1992-12-04,9999-01-01
10641,d005,1993-03-21,9999-01-01
10642,d005,1998-10-05,9999-01-01
10643,d005,1987-11-11,9999-01-01
10644,d002,1985-05-29,1995-07-19
10644,d007,1995-07-19,1995-08-25
10645,d004,1988-03-01,9999-01-01
10646,d009,1996-01-31,9999-01-01
10647,d004,1997-09-03,9999-01-01
10648,d005,1988-02-16,9999-01-01
10649,d009,1998-06-23,9999-01-01
10650,d005,1992-10-04,9999-01-01
10651,d008,1996-01-08,9999-01-01
10652,d008,1990-02-12,1992-01-13
10653,d005,1987-04-30,9999-01-01
10654,d004,1990-03-25,9999-01-01
10655,d002,1997-07-04,2000-11-22
10655,d007,2000-11-22,9999-01-01
10656,d004,1988-06-21,9999-01-01
10657,d002,1992-03-26,9999-01-01
10658,d001,1994-04-29,9999-01-01
10659,d005,1995-06-01,9999-01-01
10660,d005,1988-08-12,1991-07-12
10661,d001,1988-01-12,9999-01-01
10662,d004,1999-12-17,9999-01-01
10663,d004,1999-02-12,9999-01-01
10663,d005,1993-01-23,1999-02-12
10664,d004,1989-12-24,9999-01-01
10665,d005,1988-01-23,2000-07-13
10666,d002,1989-05-20,9999-01-01
10667,d009,1999-07-28,9999-01-01
10668,d002,1997-11-28,1999-09-03
10669,d009,1996-11-17,9999-01-01
10670,d007,1988-03-23,9999-01-01
10671,d003,1995-09-14,9999-01-01
10672,d004,1991-09-29,1996-04-19
10673,d005,1994-07-29,1997-11-18
10673,d008,1997-11-18,1998-01-14
10674,d005,1999-03-17,9999-01-01
10675,d002,1993-02-02,9999-01-01
10676,d005,1999-09-04,9999-01-01
10677,d005,1999-10-13,9999-01-01
10678,d005,1987-08-02,9999-01-01
10679,d003,1990-05-13,9999-01-01
10680,d005,1992-11-21,1998-12-08
10681,d001,2002-01-08,9999-01-01
10681,d007,1995-10-02,2002-01-08
10682,d009,1990-11-09,9999-01-01
10683,d004,1997-06-23,9999-01-01
10684,d004,1999-10-28,9999-01-01
10685,d002,1995-12-27,1996-10-20
10686,d005,1987-05-17,9999-01-01
10687,d008,1990-03-13,9999-01-01
10688,d002,1986-04-13,9999-01-01
10689,d003,1988-08-05,9999-01-01
10690,d004,1995-10-04,9999-01-01
10690,d005,1989-08-22,1995-10-04
10691,d005,1989-09-17,9999-01-01
10692,d007,1993-03-22,9999-01-01
10693,d009,1986-01-08,9999-01-01
10694,d001,1988-01-26,2001-07-11
10695,d004,1998-05-19,9999-01-01
10696,d005,1991-09-09,9999-01-01
10697,d009,1999-08-29,9999-01-01
10698,d005,1994-12-08,9999-01-01
10699,d006,1985-11-17,9999-01-01
10700,d005,1998-04-14,2002-06-27
10701,d007,1986-10-27,1989-10-07
10701,d009,1989-10-07,9999-01-01
10702,d005,1991-01-14,9999-01-01
10703,d004,1996-05-12,9999-01-01
10704,d008,1995-02-17,9999-01-01
10705,d007,1990-07-18,9999-01-01
10706,d004,1994-05-03,2001-04-08
10707,d005,1990-12-24,9999-01-01
10708,d008,1999-11-09,9999-01-01
10709,d005,1986-02-02,1988-02-21
10709,d008,1988-02-21,9999-01-01
10710,d007,1995-07-09,9999-01-01
10711,d005,1991-06-21,9999-01-01
10712,d005,1994-08-18,9999-01-01
10713,d008,1986-04-26,2001-02-21
10714,d005,1999-11-24,9999-01-01
10715,d004,1999-10-28,9999-01-01
10716,d005,1987-08-12,9999-01-01
10717,d003,1991-09-13,9999-01-01
10718,d005,1988-07-21,9999-01-01
10719,d005,1995-09-05,1999-07-31
10720,d004,2001-08-05,9999-01-01
10720,d008,1996-06-26,2001-08-05
10721,d009,1999-07-15,9999-01-01
10722,d001,1989-01-17,2000-04-14
10723,d004,1997-07-14,9999-01-01
10724,d004,1995-12-07,9999-01-01
10725,d007,1990-09-08,9999-01-01
10726,d005,1992-02-25,9999-01-01
10727,d002,1991-01-08,2000-06-06
10728,d006,1989-12-09,9999-01-01
10729,d004,1986-04-20,9999-01-01
10730,d004,1996-05-27,1998-06-07
10730,d005,1996-05-14,1996-05-27
10731,d002,1987-02-20,2000-10-09
10732,d004,1994-12-21,9999-01-01
10733,d009,1996-02-20,9999-01-01
10734,d004,1995-12-19,9999-01-01
10735,d009,1985-10-29,9999-01-01
10736,d006,1991-09-26,9999-01-01
10737,d004,1999-06-22,9999-01-01
10738,d005,1991-04-30,1992-01-06
10738,d008,1992-01-06,9999-01-01
10739,d005,1985-03-30,9999-01-01
10740,d005,1996-04-30,2002-03-17
10741,d001,1989-01-06,9999-01-01
10742,d005,1997-04-03,9999-01-01
10743,d002,1999-11-05,9999-01-01
10744,d007,1985-12-29,1992-06-03
10745,d004,1988-01-23,9999-01-01
10746,d005,1990-08-31,9999-01-01
10747,d004,1990-10-08,1999-09-20
10748,d002,1990-08-14,1992-04-04
10748,d003,1992-04-04,9999-01-01
10749,d004,1985-09-26,9999-01-01
10750,d005,1998-11-06,9999-01-01
10751,d005,1999-12-14,2000-12-05
10752,d006,1993-05-28,9999-01-01
10753,d004,1985-05-17,1999-08-25
10754,d007,1988-01-11,9999-01-01
10755,d005,1995-04-01,2001-11-13
10756,d004,2000-12-16,9999-01-01
10756,d005,1997-10-07,2000-12-16
10757,d005,1986-01-06,1991-10-18
10758,d004,1999-07-01,9999-01-01
10759,d004,1991-12-04,9999-01-01
10760,d002,1997-08-22,9999-01-01
10761,d002,1992-05-30,1999-01-04
10762,d008,1992-01-21,9999-01-01
10763,d004,1987-02-23,9999-01-01
10764,d005,1989-11-27,9999-01-01
10765,d001,1994-05-08,1994-05-11
10765,d007,1994-05-07,1994-05-08
10766,d003,1999-09-18,9999-01-01
10767,d007,1997-07-15,9999-01-01
10768,d004,1985-07-04,9999-01-01
10769,d005,1991-08-30,9999-01-01
10770,d007,1987-12-25,1989-02-27
10771,d009,1996-04-01,9999-01-01
10772,d005,1990-02-22,9999-01-01
10773,d009,1997-02-09,1997-11-29
10774,d004,1990-01-26,9999-01-01
10775,d004,1994-12-30,1999-03-17
10775,d009,1999-03-17,9999-01-01
10776,d005,1986-03-16,9999-01-01
10777,d004,1990-03-17,2001-03-27
10778,d001,1986-07-04,9999-01-01
10779,d009,1988-01-11,9999-01-01
10780,d004,1994-08-01,1996-08-18
10781,d009,1991-02-04,9999-01-01
10782,d008,1997-07-06,2002-03-30
10783,d003,1994-05-15,9999-01-01
10784,d005,1998-10-14,9999-01-01
10785,d006,1994-11-11,9999-01-01
10786,d004,1997-06-06,2001-12-10
10786,d006,2001-12-10,9999-01-01
10787,d001,1991-07-19,2002-07-27
10788,d007,1998-05-29,9999-01-01
10789,d009,1998-01-26,9999-01-01
10790,d004,1999-03-02,9999-01-01
10791,d005,1988-07-30,9999-01-01
10792,d005,1985-08-10,1993-12-20
10793,d005,1990-09-18,9999-01-01
10794,d008,1994-05-24,9999-01-01
10795,d007,1993-05-03,9999-01-01
10796,d006,1990-11-08,9999-01-01
10797,d004,1997-06-02,9999-01-01
10797,d005,1988-08-21,1997-06-02
10798,d004,1996-09-21,9999-01-01
10799,d005,1989-03-01,9999-01-01
10800,d004,1993-05-20,9999-01-01
10801,d004,1998-04-07,2001-01-15
10802,d004,1985-08-24,9999-01-01
10803,d006,1988-04-20,2002-04-02
10804,d007,1997-06-09,9999-01-01
10805,d008,1987-05-26,9999-01-01
10806,d002,1993-04-25,1994-04-08
10806,d003,1994-04-08,9999-01-01
10807,d007,1999-10-19,9999-01-01
10808,d005,1987-03-07,9999-01-01
10809,d005,1988-02-25,9999-01-01
10810,d007,1994-09-07,9999-01-01
10811,d004,1997-07-08,9999-01-01
10812,d004,1996-09-20,1997-10-06
10813,d007,1990-04-27,9999-01-01
10814,d007,1993-07-17,9999-01-01
10815,d003,1994-04-19,9999-01-01
10816,d009,1991-05-22,9999-01-01
10817,d007,1990-12-26,2000-01-24
10817,d009,2000-01-24,9999-01-01
10818,d003,1998-04-09,9999-01-01
10819,d004,1986-08-02,1999-12-28
10820,d001,1992-06-26,9999-01-01
10821,d005,1988-10-06,1990-04-17
10822,d005,1986-01-11,9999-01-01
10823,d003,1999-08-19,9999-01-01
10824,d001,1995-08-01,9999-01-01
10825,d004,2000-06-03,9999-01-01
10825,d005,1993-12-04,2000-06-03
10826,d005,1993-01-22,9999-01-01
10827,d002,1996-11-07,9999-01-01
10828,d007,1986-02-14,1990-03-30
10829,d003,1993-07-21,1993-11-29
10830,d001,1991-08-24,9999-01-01
10831,d005,1998-02-22,9999-01-01
10832,d007,1986-10-11,9999-01-01
10833,d006,1998-12-23,9999-01-01
10834,d004,1990-11-24,9999-01-01
10835,d004,1995-08-22,9999-01-01
10836,d007,1987-08-10,1991-07-01
10836,d009,1991-07-01,9999-01-01
10837,d007,1986-01-14,2002-02-22
10838,d006,1994-04-26,9999-01-01
10839,d004,1996-12-30,9999-01-01
10840,d004,1993-06-04,9999-01-01
10841,d009,1992-01-22,9999-01-01
10842,d005,1986-07-14,1998-06-27
10843,d005,1990-04-26,9999-01-01
10844,d005,1997-04-25,9999-01-01
10845,d005,1997-01-25,9999-01-01
10846,d005,1995-01-17,1997-04-03
10846,d008,1997-04-03,9999-01-01
10847,d008,1986-07-25,9999-01-01
10848,d004,1985-04-20,9999-01-01
10849,d005,1995-06-25,9999-01-01
10850,d002,1990-04-22,1995-05-11
10851,d008,1994-11-21,9999-01-01
10852,d004,1999-08-21,9999-01-01
10853,d006,1993-05-03,9999-01-01
10854,d005,1998-07-13,9999-01-01
10855,d002,1993-03-29,1997-03-02
10855,d007,1997-03-02,9999-01-01
10856,d009,1986-12-31,1990-06-18
10857,d007,1990-04-04,9999-01-01
10858,d005,1997-01-01,9999-01-01
10859,d001,1996-05-21,9999-01-01
10860,d006,1998-01-22,9999-01-01
10861,d005,1989-06-10,1992-04-12
10862,d007,1985-07-23,9999-01-01
10863,d004,1985-12-25,9999-01-01
10864,d007,1986-09-25,9999-01-01
10865,d007,1993-05-29,1993-07-03
10865,d009,1993-07-03,1993-09-19
10866,d002,1990-12-27,9999-01-01
10867,d004,1997-03-23,2002-03-22
10868,d004,1990-03-20,9999-01-01
10869,d009,1997-09-04,1998-10-15
10870,d004,1988-01-13,9999-01-01
10871,d009,1999-06-16,9999-01-01
10872,d002,1990-09-06,9999-01-01
10873,d002,1994-03-23,9999-01-01
10874,d004,1986-04-22,1997-12-28
10874,d006,1997-12-28,9999-01-01
10875,d006,1988-05-19,9999-01-01
10876,d007,1995-01-29,1999-09-14
10877,d001,1986-06-06,9999-01-01
10878,d007,1997-04-25,9999-01-01
10879,d005,1985-08-15,9999-01-01
10880,d004,1992-01-11,9999-01-01
10881,d004,1997-02-18,1998-10-25
10882,d005,1999-04-29,9999-01-01
10883,d004,1996-12-28,9999-01-01
10884,d005,1993-04-15,9999-01-01
10885,d001,1997-09-29,9999-01-01
10885,d007,1991-08-19,1997-09-29
10886,d005,1995-03-26,9999-01-01
10887,d005,1989-03-17,9999-01-01
10888,d005,1987-06-28,1989-09-11
10889,d007,1987-08-11,9999-01-01
10890,d007,1990-03-10,9999-01-01
10891,d005,1995-10-06,9999-01-01
10892,d003,1990-04-11,9999-01-01
10893,d001,1989-08-23,9999-01-01
10894,d004,1995-12-05,9999-01-01
10895,d007,1986-04-26,1986-12-25
10895,d009,1986-12-25,1987-04-13
10896,d004,1997-11-27,9999-01-01
10897,d007,1986-04-09,9999-01-01
10898,d004,1993-01-08,9999-01-01
10899,d001,1990-04-05,9999-01-01
10900,d005,1995-09-07,9999-01-01
10901,d002,1998-08-05,9999-01-01
10902,d005,1990-06-11,1990-09-25
10903,d009,1989-02-14,9999-01-01
10904,d005,1993-04-16,9999-01-01
10905,d004,1985-02-28,1986-03-07
10906,d002,1998-10-18,2001-04-25
10906,d007,2001-04-25,9999-01-01
10907,d003,1988-12-25,9999-01-01
10908,d003,1986-04-05,9999-01-01
10909,d005,1993-12-26,9999-01-01
10910,d009,1989-09-02,9999-01-01
10911,d004,1988-06-25,9999-01-01
10912,d002,1986-04-23,1999-09-26
10913,d002,1998-10-25,9999-01-01
10914,d007,1998-03-24,1998-09-01
10915,d004,1999-10-28,9999-01-01
10916,d004,1998-10-02,9999-01-01
10916,d005,1998-03-12,1998-10-02
10917,d005,1993-01-30,9999-01-01
10918,d002,1990-01-29,1990-10-10
10919,d001,1999-10-30,9999-01-01
10920,d003,1992-02-24,9999-01-01
10921,d004,1986-07-27,9999-01-01
10922,d007,1996-02-02,1999-01-16
10923,d007,1990-04-09,9999-01-01
10924,d007,1988-08-14,9999-01-01
10925,d004,1991-06-11,9999-01-01
10926,d004,1990-04-30,1992-11-04
10926,d009,1992-11-04,9999-01-01
10927,d001,1986-09-12,9999-01-01
10928,d001,1991-04-07,9999-01-01
10929,d001,1991-04-15,9999-01-01
10930,d004,1991-11-22,9999-01-01
10931,d004,1992-06-14,1999-09-19
10932,d005,1994-09-09,9999-01-01
10933,d004,1993-08-02,9999-01-01
10934,d002,1995-09-17,9999-01-01
10935,d002,1994-10-17,9999-01-01
10936,d003,1990-05-09,9999-01-01
10937,d004,1991-05-03,9999-01-01
10937,d005,1988-06-16,1991-05-03
10938,d001,1985-09-24,9999-01-01
10939,d006,1997-12-11,9999-01-01
10940,d005,1997-06-30,1999-12-02
10941,d001,1993-08-22,9999-01-01
10942,d005,1996-01-21,9999-01-01
10943,d005,1993-05-22,9999-01-01
10944,d004,1995-09-07,9999-01-01
10945,d004,1993-04-04,9999-01-01
10946,d009,1996-10-26,9999-01-01
10947,d009,1995-11-16,9999-01-01
10948,d005,1996-09-30,1997-04-29
10948,d008,1997-04-29,1997-06-23
10949,d002,1990-06-29,9999-01-01
10950,d004,1996-06-08,1998-01-13
10951,d002,1989-07-06,9999-01-01
10952,d005,1986-07-22,1988-04-26
10953,d007,1987-02-12,9999-01-01
10954,d009,1995-12-14,9999-01-01
10955,d007,1986-09-27,9999-01-01
10956,d004,1997-02-10,9999-01-01
10956,d005,1995-12-02,1997-02-10
10957,d007,1990-10-01,9999-01-01
10958,d005,1988-11-27,9999-01-01
10959,d007,1994-03-01,1996-04-12
10960,d007,1995-07-07,9999-01-01
10961,d005,1993-11-04,9999-01-01
10962,d007,1986-12-16,9999-01-01
10963,d005,1988-01-14,1995-04-10
10964,d002,1991-05-05,9999-01-01
10965,d007,1986-07-29,9999-01-01
10966,d004,1999-11-12,9999-01-01
10966,d008,1997-02-05,1999-11-12
10967,d005,1993-08-01,9999-01-01
10968,d007,1985-08-11,9999-01-01
10969,d005,1994-05-12,9999-01-01
10970,d004,1995-11-14,9999-01-01
10971,d005,1991-07-30,1998-10-24
10972,d005,1987-06-06,9999-01-01
10973,d005,1989-03-05,9999-01-01
10974,d005,1999-05-17,9999-01-01
10975,d004,1992-03-30,1997-01-14
10975,d009,1997-01-14,9999-01-01
10976,d004,1998-10-31,9999-01-01
10977,d007,1987-08-10,1987-10-01
10978,d004,1985-05-18,9999-01-01
10979,d004,1986-01-27,9999-01-01
10980,d005,1989-01-04,9999-01-01
10981,d007,1992-07-07,9999-01-01
10982,d008,1989-11-11,9999-01-01
10983,d004,1988-02-22,9999-01-01
10984,d004,1988-07-09,1993-05-14
10985,d005,1999-02-11,1999-02-27
10985,d008,1999-02-27,1999-03-10
10986,d005,1985-10-11,9999-01-01
10987,d005,1997-05-21,9999-01-01
10988,d005,1985-06-19,9999-01-01
10989,d002,1985-07-20,9999-01-01
10990,d005,1990-08-06,9999-01-01
10991,d005,1999-07-13,9999-01-01
10992,d005,1997-04-27,9999-01-01
10993,d006,1992-05-29,9999-01-01
10994,d004,1987-11-13,1989-05-24
10994,d005,1987-06-29,1987-11-13
10995,d001,1997-07-19,9999-01-01
10996,d007,1990-02-07,9999-01-01
10997,d004,2000-01-04,9999-01-01
10998,d007,1996-08-07,9999-01-01
10999,d005,1996-03-05,1997-04-19
11000,d005,1996-01-28,9999-01-01
11001,d005,1987-02-23,9999-01-01
11002,d007,1998-11-21,2001-12-07
11003,d005,1987-05-24,9999-01-01
11004,d004,1992-01-19,2002-06-19
11004,d006,2002-06-19,9999-01-01
11005,d005,1989-07-27,9999-01-01
11006,d002,1989-08-02,1990-09-22
11007,d005,1996-10-15,9999-01-01
11008,d007,1992-08-25,2002-02-15
11009,d007,1986-09-09,9999-01-01
11010,d002,1986-12-18,9999-01-01
11011,d005,1991-06-10,1992-10-26
11012,d001,1996-07-06,2000-03-16
11012,d009,2000-03-16,9999-01-01
11013,d005,1999-12-03,9999-01-01
11014,d003,1994-08-23,9999-01-01
11015,d007,1998-03-14,2000-02-22
11016,d005,1988-08-10,9999-01-01
11017,d005,1996-07-08,9999-01-01
11018,d005,1992-01-26,1996-07-16
11019,d005,1992-05-24,9999-01-01
11020,d005,1988-03-25,9999-01-01
11021,d008,1998-02-02,9999-01-01
11022,d007,1993-02-02,1993-10-18
11022,d009,1993-10-18,9999-01-01
11023,d007,1990-06-12,9999-01-01
11024,d007,1995-04-05,2001-05-18
11025,d003,1998-09-07,2000-05-26
11026,d004,1991-11-08,9999-01-01
11027,d004,1986-05-07,9999-01-01
11028,d004,1986-06-18,1997-09-04
11029,d007,1992-12-27,9999-01-01
11030,d007,1988-05-09,1988-07-08
11031,d001,1985-10-24,9999-01-01
11032,d005,2000-12-15,9999-01-01
11032,d009,1994-06-06,2000-12-15
11033,d005,1991-03-14,9999-01-01
11034,d009,1993-01-01,9999-01-01
11035,d001,1998-07-26,9999-01-01
11036,d002,1988-10-24,9999-01-01
11037,d004,1988-01-28,9999-01-01
11038,d008,1985-07-15,9999-01-01
11039,d008,1993-07-10,1998-07-13
11040,d003,1988-01-22,9999-01-01
11041,d004,1995-01-24,1998-01-29
11041,d006,1998-01-29,9999-01-01
11042,d005,1993-06-21,9999-01-01
11043,d005,1993-06-25,9999-01-01
11044,d007,1994-10-19,9999-01-01
11045,d004,1985-08-09,1996-09-29
11046,d002,1994-01-21,9999-01-01
11047,d009,1995-08-14,9999-01-01
11048,d007,1999-05-27,9999-01-01
11049,d007,1995-05-12,9999-01-01
11050,d001,1986-05-06,9999-01-01
11051,d004,1991-03-27,9999-01-01
11052,d004,1991-05-05,1996-03-26
11052,d009,1988-11-11,1991-05-05
11053,d004,1995-10-29,9999-01-01
11054,d006,1986-07-18,1987-09-25
11055,d007,1998-03-08,9999-01-01
11056,d007,1997-07-01,9999-01-01
11057,d007,1996-07-12,9999-01-01
11058,d008,1985-06-07,9999-01-01
11059,d005,1986-11-17,9999-01-01
11060,d007,1991-05-03,1991-09-27
11061,d002,1993-02-19,1997-01-15
11061,d007,1997-01-15,9999-01-01
11062,d004,1990-10-18,9999-01-01
11063,d003,1996-01-09,9999-01-01
11064,d004,1990-02-28,9999-01-01
11065,d004,1985-11-14,9999-01-01
11066,d002,1996-04-30,9999-01-01
11067,d004,1992-02-23,9999-01-01
11068,d008,1989-06-29,9999-01-01
11069,d004,1990-01-10,1990-09-23
11070,d006,1985-07-24,9999-01-01
11071,d005,1992-05-23,9999-01-01
11072,d004,1997-01-15,9999-01-01
11072,d009,1994-08-04,1997-01-15
11073,d005,1992-10-22,9999-01-01
11074,d009,1995-06-15,9999-01-01
11075,d004,1998-05-06,9999-01-01
11076,d005,1999-09-17,9999-01-01
11077,d009,1998-04-30,1998-10-11
11078,d005,1994-06-05,9999-01-01
11079,d005,1994-05-26,9999-01-01
11080,d006,1988-07-04,9999-01-01
11081,d002,1985-06-17,9999-01-01
11082,d005,1998-05-10,2002-03-18
11083,d002,1992-10-04,1998-05-14
11083,d003,1998-05-14,9999-01-01
11084,d004,1990-05-31,9999-01-01
11085,d004,1996-02-10,9999-01-01
11086,d007,1996-01-19,9999-01-01
11087,d004,1998-03-18,9999-01-01
11088,d005,1993-04-09,9999-01-01
11089,d007,1994-08-13,9999-01-01
11090,d004,1987-05-01,1988-08-20
11091,d004,1999-09-11,9999-01-01
11092,d001,2002-04-25,9999-01-01
11092,d007,1999-04-05,2002-04-25
11093,d005,1992-03-27,9999-01-01
11094,d009,1992-07-25,9999-01-01
11095,d009,1997-02-14,9999-01-01
11096,d004,1994-06-08,9999-01-01
11097,d007,1989-01-28,1992-07-26
11098,d005,1997-01-08,9999-01-01
11099,d007,1985-12-31,9999-01-01
11100,d008,1986-10-13,9999-01-01
11101,d005,1999-05-30,9999-01-01
11102,d007,1996-10-25,1997-08-29
11102,d009,1997-08-29,2001-08-18
11103,d005,1989-03-15,9999-01-01
11104,d005,1993-09-20,9999-01-01
11105,d004,1990-01-13,9999-01-01
11106,d005,1985-08-31,9999-01-01
11107,d006,1999-09-09,9999-01-01
11108,d003,1992-06-12,9999-01-01
11109,d007,1985-03-29,9999-01-01
11110,d004,1988-09-23,1992-03-30
11110,d009,1987-11-14,1988-09-23
11111,d004,1994-12-25,9999-01-01
11112,d009,1995-04-28,9999-01-01
11113,d001,1985-11-30,9999-01-01
11114,d008,1993-02-13,1999-06-22
11115,d004,1999-01-13,9999-01-01
11116,d006,1992-10-23,9999-01-01
11117,d004,1994-08-22,9999-01-01
11118,d003,1992-11-10,9999-01-01
11119,d004,1994-06-21,1995-10-23
11120,d007,1988-01-22,1996-06-19
11120,d009,1996-06-19,9999-01-01
11121,d005,1992-10-31,9999-01-01
11122,d002,1995-10-15,9999-01-01
11123,d001,1988-03-28,9999-01-01
11124,d007,1990-04-16,9999-01-01
11125,d005,1995-08-10,9999-01-01
11126,d008,1992-02-25,2002-04-04
11127,d004,1996-06-14,9999-01-01
11128,d004,1988-10-04,9999-01-01
11129,d005,1994-08-24,1995-08-16
11129,d008,1995-08-16,1995-12-02
11130,d003,1997-02-17,9999-01-01
11131,d004,1999-07-14,1999-08-01
11132,d004,1994-08-30,9999-01-01
11133,d006,1994-03-06,9999-01-01
11134,d006,1993-05-19,9999-01-01
11135,d009,1991-10-22,9999-01-01
11136,d005,1990-12-06,9999-01-01
11137,d005,1995-03-16,9999-01-01
11138,d005,1996-05-20,1998-12-28
11138,d008,1998-12-28,2000-03-06
11139,d009,1990-05-11,9999-01-01
11140,d005,1998-05-06,9999-01-01
11141,d005,1993-02-12,9999-01-01
11142,d005,1993-11-04,9999-01-01
11143,d005,1996-05-09,9999-01-01
11144,d007,1996-07-19,9999-01-01
11145,d004,1999-04-23,1999-05-24
11146,d007,1991-08-22,9999-01-01
11147,d005,1997-12-04,9999-01-01
11148,d002,1990-02-08,1991-12-12
11148,d003,1991-12-12,9999-01-01
11149,d007,1987-08-26,9999-01-01
11150,d007,1989-05-01,9999-01-01
11151,d005,1987-06-16,9999-01-01
11152,d004,1997-07-17,2000-04-13
11153,d002,1997-06-17,9999-01-01
11154,d004,1997-05-18,9999-01-01
11155,d007,1997-05-08,9999-01-01
11156,d005,1998-06-28,1998-07-31
11156,d008,1995-09-07,1998-06-28
11157,d005,1985-03-30,1991-02-06
11158,d004,1996-04-20,9999-01-01
11159,d007,1992-05-12,9999-01-01
11160,d005,1987-05-07,1991-04-12
11161,d004,1988-05-31,9999-01-01
11162,d005,1985-03-28,9999-01-01
11163,d007,1993-02-24,9999-01-01
11164,d002,1987-06-29,1989-12-25
11164,d007,1989-12-25,9999-01-01
11165,d004,1995-04-30,9999-01-01
11166,d003,1998-01-30,9999-01-01
11167,d004,1990-01-10,9999-01-01
11168,d007,1996-07-15,9999-01-01
11169,d005,1987-02-22,1998-08-25
11170,d005,1990-06-20,9999-01-01
11171,d003,1992-10-04,9999-01-01
11172,d001,2000-06-20,9999-01-01
11172,d007,1989-06-06,2000-06-20
11173,d004,1998-05-21,9999-01-01
11174,d004,1999-06-07,9999-01-01
11175,d005,1996-11-29,9999-01-01
11176,d004,1985-06-15,2002-04-04
11177,d005,1999-09-11,9999-01-01
11178,d001,1985-05-27,1987-01-24
11179,d006,1994-06-02,9999-01-01
11180,d005,1986-06-11,9999-01-01
11181,d005,1997-11-03,9999-01-01
11182,d004,1994-12-06,9999-01-01
11182,d005,1987-08-31,1994-12-06
11183,d005,1990-12-28,9999-01-01
11184,d008,1985-04-27,9999-01-01
11185,d009,1995-01-26,9999-01-01
11186,d004,1994-12-10,9999-01-01
11187,d005,1990-07-18,1995-03-06
11188,d004,1987-04-23,9999-01-01
11189,d007,1991-09-07,9999-01-01
11190,d001,1992-03-06,1997-07-31
11190,d007,1997-07-31,9999-01-01
11191,d001,1991-12-14,9999-01-01
11192,d006,1998-04-07,9999-01-01
11193,d003,1998-01-28,9999-01-01
11194,d005,1987-10-25,9999-01-01
11195,d004,1991-06-13,1999-05-16
11196,d005,1992-11-17,9999-01-01
11197,d007,1989-09-12,9999-01-01
11198,d007,1988-02-07,9999-01-01
11199,d004,1996-01-01,9999-01-01
